"","common_name","total_count","...1","list_ID","scientific_name","date","time","count","duration","location","latitude","longitude","count_tot","month","year"
"1520","American Crow",508,3029,"S87540889","Corvus brachyrhynchos",2021-05-08,12:55:00,1,22,"US-OK",34.7112086,-98.6755943,41,5,2021
"1521","American Crow",508,3030,"S87540807","Corvus brachyrhynchos",2021-05-08,08:50:00,1,185,"US-OK",34.7124907,-98.6413512,30,5,2021
"1522","American Crow",508,3031,"S85318603","Corvus brachyrhynchos",2021-04-11,09:50:00,1,74,"US-OK",35.9559819,-96.3171265,42,4,2021
"1523","American Crow",508,3032,"S89280846","Corvus brachyrhynchos",2021-05-30,11:39:00,1,16,"US-OK",35.6010995,-99.2265675,12,5,2021
"1524","American Crow",508,3033,"S18555256","Corvus brachyrhynchos",2014-05-25,08:40:00,7,300,"US-MO",38.482151,-90.8242569,91,5,2014
"1525","American Crow",508,3034,"S44577908","Corvus brachyrhynchos",2018-04-14,15:50:00,2,208,"US-MO",38.482151,-90.8242569,222,4,2018
"1526","American Crow",508,3035,"S22488897","Corvus brachyrhynchos",2015-03-22,10:00:00,2,240,"US-MO",38.4470333,-90.6632361,68,3,2015
"1527","American Crow",508,3036,"S99561719","Corvus brachyrhynchos",2021-12-22,11:26:00,2,75,"US-FL",25.4181634,-80.6650825,35,12,2021
"1528","American Crow",508,3037,"S99824071","Corvus brachyrhynchos",2021-12-20,12:06:00,13,82,"US-FL",25.396439,-80.566581,45,12,2021
"1529","American Crow",508,3038,"S107972297","Corvus brachyrhynchos",2021-12-20,17:12:00,5,100,"US-FL",25.1876968,-80.8741825,54,12,2021
"1530","American Crow",508,3039,"S100948655","Corvus brachyrhynchos",2022-01-17,11:31:00,3,223,"US-OK",35.6222331,-95.1711273,69,1,2022
"1531","American Crow",508,3040,"S99468922","Corvus brachyrhynchos",2021-12-26,14:29:00,2,44,"US-FL",27.1459228,-80.8641815,80,12,2021
"1532","American Crow",508,3041,"S67472318","Corvus brachyrhynchos",2020-04-18,17:42:00,2,22,"US-OK",35.5411319,-95.9264485,35,4,2020
"1533","American Crow",508,3042,"S79023070","Corvus brachyrhynchos",2021-01-04,13:24:00,20,273,"US-OK",36.8630914,-96.5667034,69,1,2021
"1534","American Crow",508,3043,"S67108197","Corvus brachyrhynchos",2020-04-11,14:38:00,1,32,"US-OK",36.8461038,-96.429829,13,4,2020
"1535","American Crow",508,3044,"S54002257","Corvus brachyrhynchos",2019-03-17,15:30:00,2,90,"US-OK",36.2081998,-96.0600758,12,3,2019
"1536","American Crow",508,3045,"S54632771","Corvus brachyrhynchos",2019-04-06,11:20:00,1,122,"US-OK",36.2081998,-96.0600758,40,4,2019
"1537","American Crow",508,3046,"S56506454","Corvus brachyrhynchos",2019-05-19,15:59:00,2,66,"US-OK",36.2081998,-96.0600758,47,5,2019
"1538","American Crow",508,3047,"S90831933","Corvus brachyrhynchos",2021-06-26,14:26:00,1,71,"US-OK",36.2081998,-96.0600758,48,6,2021
"1539","American Crow",508,3048,"S103266888","Corvus brachyrhynchos",2022-02-20,14:05:00,1,65,"US-OK",36.2081998,-96.0600758,29,2,2022
"1540","American Crow",508,3049,"S18948766","Corvus brachyrhynchos",2014-06-29,11:00:00,2,360,"US-MO",37.7291811,-92.3933029,101,6,2014
"1541","American Crow",508,3050,"S98032608","Corvus brachyrhynchos",2021-11-24,12:55:00,2,40,"US-CA",33.7817802,-117.0563238,15,11,2021
"1542","American Crow",508,3051,"S97972024","Corvus brachyrhynchos",2021-11-23,07:29:00,1,143,"US-CA",33.7477559,-116.7226084,58,11,2021
"1543","American Crow",508,3052,"S54425143","Corvus brachyrhynchos",2019-03-31,13:38:00,1,120,"US-OK",36.2179826,-95.7992634,71,3,2019
"1544","American Crow",508,3053,"S55479893","Corvus brachyrhynchos",2019-04-27,12:53:00,4,78,"US-OK",36.2179826,-95.7992634,35,4,2019
"1545","American Crow",508,3054,"S18131445","Corvus brachyrhynchos",2014-04-27,09:00:00,5,120,"US-CA",32.7297356,-117.1503818,117,4,2014
"1546","American Crow",508,3055,"S18079617","Corvus brachyrhynchos",2014-04-24,06:15:00,2,40,"US-CA",32.7575229,-117.1638894,46,4,2014
"1547","American Crow",508,3056,"S18131483","Corvus brachyrhynchos",2014-04-28,19:00:00,4,60,"US-CA",32.7575229,-117.1638894,26,4,2014
"1548","American Crow",508,3057,"S56366335","Corvus brachyrhynchos",2019-05-16,15:09:00,2,80,"US-MO",38.70534,-90.74048,46,5,2019
"1549","American Crow",508,3058,"S36840471","Corvus brachyrhynchos",2017-05-13,07:00:00,2,60,"US-MO",38.6360813,-90.7679701,79,5,2017
"1550","American Crow",508,3059,"S36840463","Corvus brachyrhynchos",2017-05-13,05:30:00,4,90,"US-MO",38.661,-90.758,79,5,2017
"1551","American Crow",508,3060,"S41155853","Corvus brachyrhynchos",2017-12-17,12:40:00,3,106,"US-MO",38.6228053,-90.344224,108,12,2017
"1552","American Crow",508,3061,"S43354053","Corvus brachyrhynchos",2018-03-03,17:34:00,2,42,"US-MO",38.6228053,-90.344224,72,3,2018
"1553","American Crow",508,3062,"S21519811","Corvus brachyrhynchos",2015-01-24,12:30:00,1,60,"US-MO",38.5240964,-90.2668691,37,1,2015
"1554","American Crow",508,3063,"S21025538","Corvus brachyrhynchos",2014-12-25,10:30:00,25,120,"US-MO",38.690995,-90.2349186,138,12,2014
"1555","American Crow",508,3064,"S16536879","Corvus brachyrhynchos",2014-01-27,14:30:00,93,45,"US-MO",38.6389068,-90.2853806,275,1,2014
"1556","American Crow",508,3065,"S17324171","Corvus brachyrhynchos",2014-03-05,08:20:00,1,50,"US-MO",38.6389068,-90.2853806,167,3,2014
"1557","American Crow",508,3066,"S17334391","Corvus brachyrhynchos",2014-03-06,08:20:00,2,55,"US-MO",38.6389068,-90.2853806,214,3,2014
"1558","American Crow",508,3067,"S17345055","Corvus brachyrhynchos",2014-03-07,08:20:00,1,55,"US-MO",38.6389068,-90.2853806,276,3,2014
"1559","American Crow",508,3068,"S18284435","Corvus brachyrhynchos",2014-05-08,08:20:00,2,90,"US-MO",38.6389068,-90.2853806,130,5,2014
"1560","American Crow",508,3069,"S19854966","Corvus brachyrhynchos",2014-09-16,18:30:00,2,45,"US-MO",38.6389068,-90.2853806,58,9,2014
"1561","American Crow",508,3070,"S20070906","Corvus brachyrhynchos",2014-10-08,07:45:00,4,45,"US-MO",38.6389068,-90.2853806,120,10,2014
"1562","American Crow",508,3071,"S20893308","Corvus brachyrhynchos",2014-12-13,10:30:00,8,120,"US-MO",38.6389068,-90.2853806,144,12,2014
"1563","American Crow",508,3072,"S20974801","Corvus brachyrhynchos",2014-12-21,09:15:00,6,165,"US-MO",38.6389068,-90.2853806,157,12,2014
"1564","American Crow",508,3073,"S21095947","Corvus brachyrhynchos",2014-12-31,08:00:00,6,120,"US-MO",38.6389068,-90.2853806,322,12,2014
"1565","American Crow",508,3074,"S21378003","Corvus brachyrhynchos",2015-01-16,16:45:00,1,15,"US-MO",38.6389068,-90.2853806,59,1,2015
"1566","American Crow",508,3075,"S24840940","Corvus brachyrhynchos",2015-08-30,07:00:00,1,60,"US-MO",38.6389068,-90.2853806,51,8,2015
"1567","American Crow",508,3076,"S25963234","Corvus brachyrhynchos",2015-11-22,08:30:00,4,45,"US-MO",38.6389068,-90.2853806,78,11,2015
"1568","American Crow",508,3077,"S33616660","Corvus brachyrhynchos",2017-01-12,07:00:00,50,90,"US-MO",38.6389068,-90.2853806,272,1,2017
"1569","American Crow",508,3078,"S33780633","Corvus brachyrhynchos",2017-01-19,07:01:00,8,56,"US-MO",38.6389068,-90.2853806,240,1,2017
"1570","American Crow",508,3079,"S33809874","Corvus brachyrhynchos",2017-01-20,16:26:00,45,59,"US-MO",38.6389068,-90.2853806,188,1,2017
"1571","American Crow",508,3080,"S35698031","Corvus brachyrhynchos",2017-04-04,07:00:00,1,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"1572","American Crow",508,3081,"S45158368","Corvus brachyrhynchos",2018-05-01,18:23:00,1,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"1573","American Crow",508,3082,"S17272816","Corvus brachyrhynchos",2014-03-02,15:45:00,56,60,"US-MO",38.636316,-90.296545,64,3,2014
"1574","American Crow",508,3083,"S19893404","Corvus brachyrhynchos",2014-09-21,07:45:00,4,120,"US-MO",38.636316,-90.296545,149,9,2014
"1575","American Crow",508,3084,"S17559350","Corvus brachyrhynchos",2014-03-22,18:20:00,16,40,"US-MO",38.6217659,-90.3034544,45,3,2014
"1576","American Crow",508,3085,"S18317547","Corvus brachyrhynchos",2014-05-10,07:30:00,2,240,"US-MO",38.6129807,-90.2593803,130,5,2014
"1577","American Crow",508,3086,"S21011399","Corvus brachyrhynchos",2014-12-24,12:00:00,2,120,"US-MO",38.6129807,-90.2593803,48,12,2014
"1578","American Crow",508,3087,"S44377158","Corvus brachyrhynchos",2018-04-08,16:11:00,1,62,"US-MO",38.6129807,-90.2593803,53,4,2018
"1579","American Crow",508,3088,"S18250965","Corvus brachyrhynchos",2014-05-04,08:45:00,1,120,"US-MO",38.7472557,-90.1926899,143,5,2014
"1580","American Crow",508,3089,"S16772002","Corvus brachyrhynchos",2014-02-02,15:30:00,2,25,"US-MO",38.5592405,-90.2424502,29,2,2014
"1581","American Crow",508,3090,"S21127561","Corvus brachyrhynchos",2015-01-01,14:30:00,2,90,"US-MO",38.6066358,-90.2582139,151,1,2015
"1582","American Crow",508,3091,"S65338838","Corvus brachyrhynchos",2020-03-01,16:23:00,2,38,"US-OK",36.152075,-95.9778614,49,3,2020
"1583","American Crow",508,3092,"S66184821","Corvus brachyrhynchos",2020-03-24,18:09:00,1,58,"US-OK",36.1431952,-95.9334761,3154,3,2020
"1584","American Crow",508,3093,"S84766529","Corvus brachyrhynchos",2021-04-04,11:17:00,1,32,"US-OK",36.1433479,-95.9096313,37,4,2021
"1585","American Crow",508,3094,"S67357157","Corvus brachyrhynchos",2020-04-17,11:15:00,2,19,"US-OK",36.1444029,-95.9092834,63,4,2020
"1586","American Crow",508,3095,"S68100906","Corvus brachyrhynchos",2020-04-30,09:33:00,2,39,"US-OK",36.1501278,-95.8943009,59,4,2020
"1587","American Crow",508,3096,"S68187140","Corvus brachyrhynchos",2020-05-01,10:02:00,1,47,"US-OK",36.1501278,-95.8943009,33,5,2020
"1588","American Crow",508,3097,"S66369682","Corvus brachyrhynchos",2020-03-29,09:31:00,2,189,"US-OK",36.1497985,-96.2401081,219,3,2020
"1589","American Crow",508,3098,"S79022904","Corvus brachyrhynchos",2021-01-10,11:02:00,3,93,"US-OK",36.1499519,-96.2529969,107,1,2021
"1590","American Crow",508,3099,"S106694384","Corvus brachyrhynchos",2022-04-10,09:00:00,3,44,"US-OK",36.1499519,-96.2529969,79,4,2022
"1591","American Crow",508,3100,"S68330982","Corvus brachyrhynchos",2020-05-03,10:37:00,1,154,"US-OK",36.2213571,-95.9341192,140,5,2020
"1592","American Crow",508,3101,"S64885077","Corvus brachyrhynchos",2020-02-22,14:52:00,3,56,"US-OK",35.813121,-95.405804,658,2,2020
"1593","American Crow",508,3102,"S74373636","Corvus brachyrhynchos",2020-10-03,12:08:00,2,216,"US-OK",35.894126,-95.7987213,42,10,2020
"1594","American Crow",508,3103,"S64885098","Corvus brachyrhynchos",2020-02-22,10:39:00,4,24,"US-OK",35.9322711,-95.2811987,89,2,2020
"1595","American Crow",508,3104,"S64885085","Corvus brachyrhynchos",2020-02-22,11:32:00,2,113,"US-OK",35.9322711,-95.2811987,331,2,2020
"1596","American Crow",508,3105,"S69480260","Corvus brachyrhynchos",2020-05-10,14:22:00,1,89,"US-OK",36.9709679,-95.9504402,66,5,2020
"1597","Chimney Swift",442,873,"S37075088","Chaetura pelagica",2017-05-22,18:17:00,3,9,"US-VT",43.7829965,-73.3154315,61,5,2017
"1598","Chimney Swift",442,874,"S18555256","Chaetura pelagica",2014-05-25,08:40:00,4,300,"US-MO",38.482151,-90.8242569,91,5,2014
"1599","Chimney Swift",442,875,"S24003666","Chaetura pelagica",2015-06-21,07:00:00,1,300,"US-MO",38.2590084,-90.6262636,71,6,2015
"1600","Chimney Swift",442,876,"S37035538","Chaetura pelagica",2017-05-21,11:15:00,3,55,"US-NJ",40.8030808,-74.4555728,33,5,2017
"1601","Chimney Swift",442,877,"S36840484","Chaetura pelagica",2017-05-13,08:08:00,3,25,"US-MO",38.7055395,-90.7048416,44,5,2017
"1602","Chimney Swift",442,878,"S36840463","Chaetura pelagica",2017-05-13,05:30:00,1,90,"US-MO",38.661,-90.758,79,5,2017
"1603","Chimney Swift",442,879,"S38281523","Chaetura pelagica",2017-07-23,08:50:00,1,182,"US-MO",38.6078608,-90.489826,70,7,2017
"1604","Chimney Swift",442,880,"S89691666","Chaetura pelagica",2021-06-05,19:41:00,1,19,"US-MO",38.624097,-90.292012,7,6,2021
"1605","Chimney Swift",442,881,"S17891506","Chaetura pelagica",2014-04-14,09:00:00,20,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"1606","Chimney Swift",442,882,"S17931688","Chaetura pelagica",2014-04-17,08:00:00,45,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"1607","Chimney Swift",442,883,"S18038666","Chaetura pelagica",2014-04-22,18:30:00,4,75,"US-MO",38.6389068,-90.2853806,76,4,2014
"1608","Chimney Swift",442,884,"S18164541","Chaetura pelagica",2014-05-01,08:30:00,13,60,"US-MO",38.6389068,-90.2853806,91,5,2014
"1609","Chimney Swift",442,885,"S18284435","Chaetura pelagica",2014-05-08,08:20:00,2,90,"US-MO",38.6389068,-90.2853806,130,5,2014
"1610","Chimney Swift",442,886,"S18310479","Chaetura pelagica",2014-05-09,18:00:00,3,60,"US-MO",38.6389068,-90.2853806,87,5,2014
"1611","Chimney Swift",442,887,"S18337590","Chaetura pelagica",2014-05-11,09:30:00,8,180,"US-MO",38.6389068,-90.2853806,119,5,2014
"1612","Chimney Swift",442,888,"S18346956","Chaetura pelagica",2014-05-11,18:30:00,10,60,"US-MO",38.6389068,-90.2853806,121,5,2014
"1613","Chimney Swift",442,889,"S19854966","Chaetura pelagica",2014-09-16,18:30:00,9,45,"US-MO",38.6389068,-90.2853806,58,9,2014
"1614","Chimney Swift",442,890,"S20016034","Chaetura pelagica",2014-10-03,08:45:00,1,45,"US-MO",38.6389068,-90.2853806,189,10,2014
"1615","Chimney Swift",442,891,"S20070906","Chaetura pelagica",2014-10-08,07:45:00,48,45,"US-MO",38.6389068,-90.2853806,120,10,2014
"1616","Chimney Swift",442,892,"S23140557","Chaetura pelagica",2015-04-29,19:00:00,2,45,"US-MO",38.6389068,-90.2853806,24,4,2015
"1617","Chimney Swift",442,893,"S23197329","Chaetura pelagica",2015-05-03,07:00:00,15,180,"US-MO",38.6389068,-90.2853806,120,5,2015
"1618","Chimney Swift",442,894,"S23471799","Chaetura pelagica",2015-05-13,08:00:00,2,120,"US-MO",38.6389068,-90.2853806,81,5,2015
"1619","Chimney Swift",442,895,"S23465605","Chaetura pelagica",2015-05-15,18:30:00,8,30,"US-MO",38.6389068,-90.2853806,104,5,2015
"1620","Chimney Swift",442,896,"S24840940","Chaetura pelagica",2015-08-30,07:00:00,5,60,"US-MO",38.6389068,-90.2853806,51,8,2015
"1621","Chimney Swift",442,897,"S29265867","Chaetura pelagica",2016-04-27,08:00:00,4,45,"US-MO",38.6389068,-90.2853806,87,4,2016
"1622","Chimney Swift",442,898,"S31926545","Chaetura pelagica",2016-10-06,12:00:00,20,60,"US-MO",38.6389068,-90.2853806,82,10,2016
"1623","Chimney Swift",442,899,"S36198905","Chaetura pelagica",2017-04-23,08:13:00,4,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"1624","Chimney Swift",442,900,"S36305628","Chaetura pelagica",2017-04-27,06:56:00,6,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"1625","Chimney Swift",442,901,"S36956314","Chaetura pelagica",2017-05-18,07:04:00,4,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"1626","Chimney Swift",442,902,"S37297406","Chaetura pelagica",2017-05-31,18:29:00,8,61,"US-MO",38.6389068,-90.2853806,70,5,2017
"1627","Chimney Swift",442,903,"S37374545","Chaetura pelagica",2017-06-04,07:53:00,2,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"1628","Chimney Swift",442,904,"S38541052","Chaetura pelagica",2017-08-08,07:05:00,10,85,"US-MO",38.6389068,-90.2853806,281,8,2017
"1629","Chimney Swift",442,905,"S39363513","Chaetura pelagica",2017-09-24,08:30:00,20,101,"US-MO",38.6389068,-90.2853806,45,9,2017
"1630","Chimney Swift",442,906,"S45233334","Chaetura pelagica",2018-05-03,13:54:00,2,55,"US-MO",38.6389068,-90.2853806,55,5,2018
"1631","Chimney Swift",442,907,"S56350152","Chaetura pelagica",2019-05-16,09:24:00,43,102,"US-MO",38.6389068,-90.2853806,85,5,2019
"1632","Chimney Swift",442,908,"S89689436","Chaetura pelagica",2021-06-05,17:55:00,5,85,"US-MO",38.6383932,-90.267979,56,6,2021
"1633","Chimney Swift",442,909,"S89715685","Chaetura pelagica",2021-06-06,08:01:00,2,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"1634","Chimney Swift",442,910,"S19755048","Chaetura pelagica",2014-09-06,17:00:00,4,60,"US-MO",38.636316,-90.296545,84,9,2014
"1635","Chimney Swift",442,911,"S19761146","Chaetura pelagica",2014-09-07,08:30:00,1,180,"US-MO",38.636316,-90.296545,105,9,2014
"1636","Chimney Swift",442,912,"S23065952","Chaetura pelagica",2015-04-26,07:00:00,1,180,"US-MO",38.636316,-90.296545,142,4,2015
"1637","Chimney Swift",442,913,"S35838510","Chaetura pelagica",2017-04-08,18:30:00,6,0,"US-MO",38.6100054,-90.2268139,6,4,2017
"1638","Chimney Swift",442,914,"S18317547","Chaetura pelagica",2014-05-10,07:30:00,18,240,"US-MO",38.6129807,-90.2593803,130,5,2014
"1639","Chimney Swift",442,915,"S23073614","Chaetura pelagica",2015-04-26,13:30:00,2,90,"US-MO",38.6129807,-90.2593803,15,4,2015
"1640","Chimney Swift",442,916,"S37507879","Chaetura pelagica",2017-06-10,08:50:00,5,90,"US-MO",38.6129807,-90.2593803,56,6,2017
"1641","Chimney Swift",442,917,"S45362421","Chaetura pelagica",2018-05-06,09:35:00,1,134,"US-MO",38.6129807,-90.2593803,86,5,2018
"1642","Chimney Swift",442,918,"S38628943","Chaetura pelagica",2017-08-13,15:48:00,9,55,"US-MO",38.5605873,-90.2872912,164,8,2017
"1643","Chimney Swift",442,919,"S17873207","Chaetura pelagica",2014-04-13,10:45:00,1,150,"US-MO",38.6066358,-90.2582139,198,4,2014
"1644","Chimney Swift",442,920,"S19661218","Chaetura pelagica",2014-09-01,09:00:00,6,120,"US-MO",38.6066358,-90.2582139,43,9,2014
"1645","Chimney Swift",442,921,"S23175611","Chaetura pelagica",2015-05-02,06:50:00,8,105,"US-MO",38.6066358,-90.2582139,103,5,2015
"1646","Chimney Swift",442,922,"S36184977","Chaetura pelagica",2017-04-22,18:16:00,1,88,"US-MO",38.6066358,-90.2582139,64,4,2017
"1647","Chimney Swift",442,923,"S36840529","Chaetura pelagica",2017-05-13,19:00:00,5,90,"US-MO",38.6066358,-90.2582139,56,5,2017
"1648","Chimney Swift",442,924,"S37165903","Chaetura pelagica",2017-05-26,18:09:00,9,69,"US-MO",38.6066358,-90.2582139,79,5,2017
"1649","Chimney Swift",442,925,"S66844842","Chaetura pelagica",2020-04-08,19:37:00,4,34,"US-OK",36.1431952,-95.9334761,176,4,2020
"1650","Chimney Swift",442,926,"S68524485","Chaetura pelagica",2020-05-06,19:38:00,2,54,"US-OK",36.1431952,-95.9334761,27,5,2020
"1651","Chimney Swift",442,927,"S107970844","Chaetura pelagica",2022-04-24,17:14:00,6,77,"US-OK",36.1255459,-95.9823976,105,4,2022
"1652","Chimney Swift",442,928,"S68152310","Chaetura pelagica",2020-04-30,19:12:00,4,13,"US-OK",36.1514978,-95.9796871,33,4,2020
"1653","Chimney Swift",442,929,"S56470322","Chaetura pelagica",2019-05-18,19:16:00,7,59,"US-OK",36.1301108,-95.9731293,47,5,2019
"1654","Green-winged Teal",429,455,"S111728537","Anas crecca",2022-05-30,08:08:00,1,302,"US-OK",36.850766,-102.8821564,100,5,2022
"1655","Green-winged Teal",429,456,"S99541601","Anas crecca",2021-12-27,16:26:00,12,97,"US-FL",27.8035911,-80.426723,100,12,2021
"1656","Green-winged Teal",429,457,"S1612893","Anas crecca",2004-02-22,13:00:00,14,60,"US-CA",38.298008,-119.226204,224,2,2004
"1657","Green-winged Teal",429,458,"S1562738","Anas crecca",2004-02-11,NA,1,0,"US-CA",37.675594,-118.8078,33,2,2004
"1658","Green-winged Teal",429,459,"S1512514","Anas crecca",2004-01-02,12:00:00,180,60,"US-CA",38.01634,-119.123795,228,1,2004
"1659","Green-winged Teal",429,460,"S100948655","Anas crecca",2022-01-17,11:31:00,1,223,"US-OK",35.6222331,-95.1711273,69,1,2022
"1660","Green-winged Teal",429,461,"S20964481","Anas crecca",2014-12-20,09:30:00,2,150,"US-MO",38.8719313,-90.1843917,469,12,2014
"1661","Green-winged Teal",429,462,"S20416528","Anas crecca",2014-11-02,11:00:00,1,30,"US-MO",38.6389068,-90.2853806,32,11,2014
"1662","Green-winged Teal",429,463,"S64885073","Anas crecca",2020-02-20,15:59:00,4,93,"US-OK",36.116064,-95.98525,200,2,2020
"1663","Green-winged Teal",429,464,"S99973704","Anas crecca",2022-01-02,16:08:00,10,25,"US-OK",36.215678,-95.933325,582,1,2022
"1664","Green-winged Teal",429,465,"S64885077","Anas crecca",2020-02-22,14:52:00,200,56,"US-OK",35.813121,-95.405804,658,2,2020
"1665","Green-winged Teal",429,466,"S64885104","Anas crecca",2020-02-22,09:33:00,3,45,"US-OK",35.872406,-95.401213,153,2,2020
"1666","Blue Jay",427,2838,"S18486321","Cyanocitta cristata",2014-05-17,08:30:00,4,90,"US-VT",43.7615212,-73.3468035,58,5,2014
"1667","Blue Jay",427,2839,"S37111692","Cyanocitta cristata",2017-05-24,09:29:00,1,42,"US-VT",43.7829965,-73.3154315,62,5,2017
"1668","Blue Jay",427,2840,"S18503364","Cyanocitta cristata",2014-05-20,15:00:00,4,180,"US-VT",43.8264,-73.3808,66,5,2014
"1669","Blue Jay",427,2841,"S37110002","Cyanocitta cristata",2017-05-24,07:40:00,5,80,"US-VT",43.77954,-73.29591,50,5,2017
"1670","Blue Jay",427,2842,"S46841669","Cyanocitta cristata",2018-06-26,07:45:00,4,120,"US-VT",43.77954,-73.29591,61,6,2018
"1671","Blue Jay",427,2843,"S67802002","Cyanocitta cristata",2020-04-25,14:13:00,1,97,"US-OK",36.7968283,-98.1921574,75,4,2020
"1672","Blue Jay",427,2844,"S67802026","Cyanocitta cristata",2020-04-25,11:48:00,1,140,"US-OK",36.783717,-98.18573,64,4,2020
"1673","Blue Jay",427,2845,"S17083650","Cyanocitta cristata",2014-02-16,15:00:00,1,90,"US-IA",43.0889962,-91.1856759,15,2,2014
"1674","Blue Jay",427,2846,"S102586462","Cyanocitta cristata",2022-02-13,13:28:00,1,44,"US-AR",36.477805,-94.2451848,30,2,2022
"1675","Blue Jay",427,2847,"S36840514","Cyanocitta cristata",2017-05-13,10:40:00,2,275,"US-MO",38.8636,-92.4504,515,5,2017
"1676","Blue Jay",427,2848,"S104878924","Cyanocitta cristata",2022-03-15,11:54:00,2,6,"US-KS",37.0243469,-96.4067768,22,3,2022
"1677","Blue Jay",427,2849,"S1666285","Cyanocitta cristata",2004-04-23,13:30:00,2,210,"US-FL",26.375442,-81.6040206,37,4,2004
"1678","Blue Jay",427,2850,"S18555256","Cyanocitta cristata",2014-05-25,08:40:00,3,300,"US-MO",38.482151,-90.8242569,91,5,2014
"1679","Blue Jay",427,2851,"S44577908","Cyanocitta cristata",2018-04-14,15:50:00,2,208,"US-MO",38.482151,-90.8242569,222,4,2018
"1680","Blue Jay",427,2852,"S19828501","Cyanocitta cristata",2014-09-13,16:00:00,2,90,"US-OH",39.1177418,-84.6995258,37,9,2014
"1681","Blue Jay",427,2853,"S99506848","Cyanocitta cristata",2021-12-27,08:45:00,2,57,"US-FL",27.5608626,-80.3282547,75,12,2021
"1682","Blue Jay",427,2854,"S41337936","Cyanocitta cristata",2017-12-25,10:30:00,1,330,"US-IL",37.6042906,-89.1945219,80,12,2017
"1683","Blue Jay",427,2855,"S107972603","Cyanocitta cristata",2017-07-04,12:35:00,1,97,"US-MO",38.4228376,-90.6987113,25,7,2017
"1684","Blue Jay",427,2856,"S24003666","Cyanocitta cristata",2015-06-21,07:00:00,3,300,"US-MO",38.2590084,-90.6262636,71,6,2015
"1685","Blue Jay",427,2857,"S22488897","Cyanocitta cristata",2015-03-22,10:00:00,4,240,"US-MO",38.4470333,-90.6632361,68,3,2015
"1686","Blue Jay",427,2858,"S99824071","Cyanocitta cristata",2021-12-20,12:06:00,5,82,"US-FL",25.396439,-80.566581,45,12,2021
"1687","Blue Jay",427,2859,"S37035538","Cyanocitta cristata",2017-05-21,11:15:00,2,55,"US-NJ",40.8030808,-74.4555728,33,5,2017
"1688","Blue Jay",427,2860,"S67472318","Cyanocitta cristata",2020-04-18,17:42:00,3,22,"US-OK",35.5411319,-95.9264485,35,4,2020
"1689","Blue Jay",427,2861,"S79023070","Cyanocitta cristata",2021-01-04,13:24:00,1,273,"US-OK",36.8630914,-96.5667034,69,1,2021
"1690","Blue Jay",427,2862,"S80524373","Cyanocitta cristata",2021-02-06,10:33:00,2,93,"US-OK",36.2081998,-96.0600758,58,2,2021
"1691","Blue Jay",427,2863,"S18948766","Cyanocitta cristata",2014-06-29,11:00:00,3,360,"US-MO",37.7291811,-92.3933029,101,6,2014
"1692","Blue Jay",427,2864,"S89601041","Cyanocitta cristata",2021-06-04,10:56:00,1,121,"US-IN",39.7967658,-86.7772937,41,6,2021
"1693","Blue Jay",427,2865,"S54425143","Cyanocitta cristata",2019-03-31,13:38:00,1,120,"US-OK",36.2179826,-95.7992634,71,3,2019
"1694","Blue Jay",427,2866,"S1743857","Cyanocitta cristata",2004-10-19,09:45:00,1,60,"US-VT",43.6129,-73.0593,11,10,2004
"1695","Blue Jay",427,2867,"S79442972","Cyanocitta cristata",2021-01-17,14:25:00,6,48,"US-AR",35.38898,-94.4297111,58,1,2021
"1696","Blue Jay",427,2868,"S41909811","Cyanocitta cristata",2018-01-14,14:01:00,2,100,"US-MO",38.70534,-90.74048,227,1,2018
"1697","Blue Jay",427,2869,"S36840463","Cyanocitta cristata",2017-05-13,05:30:00,1,90,"US-MO",38.661,-90.758,79,5,2017
"1698","Blue Jay",427,2870,"S38281523","Cyanocitta cristata",2017-07-23,08:50:00,1,182,"US-MO",38.6078608,-90.489826,70,7,2017
"1699","Blue Jay",427,2871,"S41155853","Cyanocitta cristata",2017-12-17,12:40:00,8,106,"US-MO",38.6228053,-90.344224,108,12,2017
"1700","Blue Jay",427,2872,"S37773842","Cyanocitta cristata",2017-06-24,11:52:00,1,79,"US-MO",38.5474,-90.4319,28,6,2017
"1701","Blue Jay",427,2873,"S21519811","Cyanocitta cristata",2015-01-24,12:30:00,1,60,"US-MO",38.5240964,-90.2668691,37,1,2015
"1702","Blue Jay",427,2874,"S33985177","Cyanocitta cristata",2017-01-28,10:00:00,4,35,"US-MO",38.5786266,-90.3233192,53,1,2017
"1703","Blue Jay",427,2875,"S45094421","Cyanocitta cristata",2018-04-29,09:15:00,3,136,"US-MO",38.5094049,-90.588381,34,4,2018
"1704","Blue Jay",427,2876,"S17855769","Cyanocitta cristata",2014-04-12,08:45:00,4,120,"US-MO",38.690995,-90.2349186,200,4,2014
